BayID,DeviceID,Description1,Description2,Description3,Description4,Description5,Description6,DisabilityExt1,DisabilityExt2,DisabilityExt3,DisabilityExt4,DisabilityExt5,DisabilityExt6,Duration1,Duration2,Duration3,Duration4,Duration5,Duration6,EffectiveOnPH1,EffectiveOnPH2,EffectiveOnPH3,EffectiveOnPH4,EffectiveOnPH5,EffectiveOnPH6,EndTime1,EndTime2,EndTime3,EndTime4,EndTime5,EndTime6,Exemption1,Exemption2,Exemption3,Exemption4,Exemption5,Exemption6,FromDay1,FromDay2,FromDay3,FromDay4,FromDay5,FromDay6,StartTime1,StartTime2,StartTime3,StartTime4,StartTime5,StartTime6,ToDay1,ToDay2,ToDay3,ToDay4,ToDay5,ToDay6,TypeDesc1,TypeDesc2,TypeDesc3,TypeDesc4,TypeDesc5,TypeDesc6
6587,17625,2P MTR M-SAT 7:30-18:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
6588,17627,2P MTR M-SAT 7:30-18:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
6589,17629,2P MTR M-SAT 7:30-18:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
6591,17633,2P MTR M-SAT 7:30-18:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
6592,17635,2P MTR M-SAT 7:30-18:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
6604,17671,LZ 30M SUN 7:30-18:30,,,,,,0,,,,,,30,,,,,,0,,,,,,18:30:00,,,,,,,,,,,,0,,,,,,07:30:00,,,,,,0,,,,,,Loading Zone 30M,,,,,
6605,17673,LZ 30M SUN 7:30-18:30,,,,,,0,,,,,,30,,,,,,0,,,,,,18:30:00,,,,,,,,,,,,0,,,,,,07:30:00,,,,,,0,,,,,,Loading Zone 30M,,,,,
6606,17675,LZ 30M 722 M-Su 7:30-18:30,,,,,,0,,,,,,30,,,,,,0,,,,,,18:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,0,,,,,,Loading Zone 30M 722,,,,,
6608,17679,2P DIS M-SUN 0:00-23:59,,,,,,0,,,,,,120,,,,,,0,,,,,,23:59:59,,,,,,Disabled Logo,,,,,,1,,,,,,00:00:00,,,,,,0,,,,,,2P Disabled Only,,,,,
6609,17681,1/4P M-SUN 7:30-18:30,,,,,,30,,,,,,15,,,,,,0,,,,,,18:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,0,,,,,,1/4P,,,,,
6610,17683,LZ 30M 722 M-Su 7:30-18:30,,,,,,0,,,,,,30,,,,,,0,,,,,,18:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,0,,,,,,Loading Zone 30M 722,,,,,
6611,17685,LZ 30M 722 M-Su 7:30-18:30,,,,,,0,,,,,,30,,,,,,0,,,,,,18:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,0,,,,,,Loading Zone 30M 722,,,,,
6612,17687,LZ 30M 722 M-Su 7:30-18:30,,,,,,0,,,,,,30,,,,,,0,,,,,,18:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,0,,,,,,Loading Zone 30M 722,,,,,
6613,17689,LZ 30M 722 M-Su 7:30-18:30,,,,,,0,,,,,,30,,,,,,0,,,,,,18:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,0,,,,,,Loading Zone 30M 722,,,,,
6614,17691,LZ 30M 722 M-Su 7:30-18:30,,,,,,0,,,,,,30,,,,,,0,,,,,,18:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,0,,,,,,Loading Zone 30M 722,,,,,
6615,17693,2P DIS M-SUN 0:00-23:59,,,,,,0,,,,,,120,,,,,,0,,,,,,23:59:59,,,,,,Disabled Logo,,,,,,1,,,,,,00:00:00,,,,,,0,,,,,,2P Disabled Only,,,,,
6616,17695,LZ 30M 722 M-Su 7:30-18:30,,,,,,0,,,,,,30,,,,,,0,,,,,,18:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,0,,,,,,Loading Zone 30M 722,,,,,
6617,17698,LZ 30M 722 M-Su 7:30-18:30,,,,,,0,,,,,,30,,,,,,0,,,,,,18:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,0,,,,,,Loading Zone 30M 722,,,,,
6618,17699,LZ 30M 722 M-Su 7:30-18:30,,,,,,0,,,,,,30,,,,,,0,,,,,,18:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,0,,,,,,Loading Zone 30M 722,,,,,
6619,17700,LZ 30M 722 M-Su 7:30-18:30,,,,,,0,,,,,,30,,,,,,0,,,,,,18:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,0,,,,,,Loading Zone 30M 722,,,,,
6620,17701,1/4P M-SUN 7:30-18:30,,,,,,30,,,,,,15,,,,,,0,,,,,,18:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,0,,,,,,1/4P,,,,,
6621,17702,1/4P M-SUN 7:30-18:30,,,,,,30,,,,,,15,,,,,,0,,,,,,18:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,0,,,,,,1/4P,,,,,
6623,17704,1/4P M-SUN 7:30-18:30,,,,,,30,,,,,,15,,,,,,0,,,,,,18:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,0,,,,,,1/4P,,,,,
6625,17718,P/10 M-SUN 0:00-23:59 - No Park,,,,,,20,,,,,,10,,,,,,0,,,,,,23:59:00,,,,,,,,,,,,1,,,,,,00:00:00,,,,,,0,,,,,,P/ 10 Min,,,,,
6626,17720,P/10 M-SUN 0:00-23:59 - No Park,,,,,,20,,,,,,10,,,,,,0,,,,,,23:59:00,,,,,,,,,,,,1,,,,,,00:00:00,,,,,,0,,,,,,P/ 10 Min,,,,,
6627,17721,P/10 M-SUN 0:00-23:59 - No Park,,,,,,20,,,,,,10,,,,,,0,,,,,,23:59:00,,,,,,,,,,,,1,,,,,,00:00:00,,,,,,0,,,,,,P/ 10 Min,,,,,
6629,17722,LZ 30M 722 M-Su 7:30-18:30,,,,,,0,,,,,,30,,,,,,0,,,,,,18:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,0,,,,,,Loading Zone 30M 722,,,,,
6630,17724,P10 AOT,,,,,,20,,,,,,10,,,,,,1,,,,,,23:59:59,,,,,,,,,,,,1,,,,,,00:00:00,,,,,,0,,,,,,P 10 Mins,,,,,
6631,17726,P10 AOT,,,,,,20,,,,,,10,,,,,,1,,,,,,23:59:59,,,,,,,,,,,,1,,,,,,00:00:00,,,,,,0,,,,,,P 10 Mins,,,,,
6632,17728,P10 AOT,,,,,,20,,,,,,10,,,,,,1,,,,,,23:59:59,,,,,,,,,,,,1,,,,,,00:00:00,,,,,,0,,,,,,P 10 Mins,,,,,
6633,17723,2P MTR M-SAT 7:30-18:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
6634,17725,2P MTR M-SAT 7:30-18:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
6635,17727,2P MTR M-SAT 7:30-18:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
6638,17484,P/10 (621) M-SUN 7.30AM TO 7.30PM ,,,,,,20,,,,,,10,,,,,,0,,,,,,19:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,0,,,,,,P/ 10 Min,,,,,
6639,17489,P/10 (621) M-SUN 7.30AM TO 7.30PM ,,,,,,20,,,,,,10,,,,,,0,,,,,,19:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,0,,,,,,P/ 10 Min,,,,,
6640,17491,4P DIS ONLY M-SUN,,,,,,0,,,,,,240,,,,,,0,,,,,,23:59:00,,,,,,Disabled Logo,,,,,,1,,,,,,00:00:00,,,,,,0,,,,,,4P Disabled Only,,,,,
6641,17493,P/10 MINS NO PARKING M-SUN 0:00 TO 23:59,,,,,,20,,,,,,10,,,,,,1,,,,,,23:59:59,,,,,,,,,,,,1,,,,,,00:00:00,,,,,,0,,,,,,P/ 10 Min,,,,,
6642,17495,P/10 MINS NO PARKING M-SUN 0:00 TO 23:59,,,,,,20,,,,,,10,,,,,,1,,,,,,23:59:59,,,,,,,,,,,,1,,,,,,00:00:00,,,,,,0,,,,,,P/ 10 Min,,,,,
6643,17479,LZ 30M M-SUN 7:30-19:30,,,,,,0,,,,,,30,,,,,,0,,,,,,19:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,0,,,,,,Loading Zone 30M,,,,,
6644,17483,LZ 30M M-SUN 7:30-19:30,,,,,,0,,,,,,30,,,,,,0,,,,,,19:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,0,,,,,,Loading Zone 30M,,,,,
6645,17485,2P MTR M-SAT 7:30-19:30,2P SUN 7:30-19:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,19:30:00,19:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
6646,17490,2P MTR M-SAT 7:30-19:30,2P SUN 7:30-19:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,19:30:00,19:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
6649,17496,2P MTR M-SAT 7:30-19:30,2P SUN 7:30-19:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,19:30:00,19:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
6650,17605,Loading Zone 60mins,,,,,,0,,,,,,60,,,,,,1,,,,,,23:59:59,,,,,,,,,,,,1,,,,,,00:00:00,,,,,,0,,,,,,Loading Zone 1HR,,,,,
6651,17578,Loading Zone 60mins,,,,,,0,,,,,,60,,,,,,1,,,,,,23:59:59,,,,,,,,,,,,1,,,,,,00:00:00,,,,,,0,,,,,,Loading Zone 1HR,,,,,
6652,17705,P/   (621 OFFENCE) M-F 7.30-8.30,,,,,,0,,,,,,2,,,,,,0,,,,,,20:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,5,,,,,,P/ (No Parking),,,,,
6655,17173,P/10 MINS NO PARKING M-SUN 0:00 TO 23:59,,,,,,20,,,,,,10,,,,,,1,,,,,,23:59:59,,,,,,,,,,,,1,,,,,,00:00:00,,,,,,0,,,,,,P/ 10 Min,,,,,
6656,17419,1/4P M-SUN 7:30-18:30,,,,,,30,,,,,,15,,,,,,0,,,,,,18:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,0,,,,,,1/4P,,,,,
6657,17417,1/4P M-SUN 7:30-18:30,,,,,,30,,,,,,15,,,,,,0,,,,,,18:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,0,,,,,,1/4P,,,,,
6658,20679,1P M-F 7:30-18:30,2P SAT 7:30-12:30,,,,,120,240,,,,,60,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,1P,2P,,,,
6660,17433,1/4P M-F 7:30-9:30,3P TKT A M-F 9:30-16:00,1/4P M-F 16:00-18:30,1P SAT-SUN 7:30-18:30,,,30,360,30,120,,,15,180,15,60,,,0,0,0,0,,,09:30:00,16:00:00,18:30:00,18:30:00,,,,,,,,,1,1,1,6,,,07:30:00,09:30:00,16:00:00,07:30:00,,,5,5,5,0,,,1/4P,3P Ticket A,1/4P,1P,,
6661,21422,1P TKT A M-SAT 7:30-18:30,,,,,,120,,,,,,60,,,,,,0,,,,,,18:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,6,,,,,,1P Ticket A,,,,,
6662,21425,1P TKT A M-SAT 7:30-18:30,,,,,,120,,,,,,60,,,,,,0,,,,,,18:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,6,,,,,,1P Ticket A,,,,,
6664,21773,2P TKT A M-F 7:30-18:30,,,,,,240,,,,,,120,,,,,,0,,,,,,18:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,5,,,,,,2P Ticket A,,,,,
6665,21774,2P TKT A M-F 7:30-18:30,,,,,,240,,,,,,120,,,,,,0,,,,,,18:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,5,,,,,,2P Ticket A,,,,,
6666,21796,2P TKT A M-F 7:30-18:30,,,,,,240,,,,,,120,,,,,,0,,,,,,18:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,5,,,,,,2P Ticket A,,,,,
6667,21797,2P TKT A M-F 7:30-18:30,,,,,,240,,,,,,120,,,,,,0,,,,,,18:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,5,,,,,,2P Ticket A,,,,,
6668,21801,2P TKT A M-F 7:30-18:30,,,,,,240,,,,,,120,,,,,,0,,,,,,18:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,5,,,,,,2P Ticket A,,,,,
6669,21681,2P RPA M-F 7:30-18:30,2P RPA S-S 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,18:30:00,,,,,Residents Permit Accepted,Residents Permit Accepted,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,0,,,,,2P,2P,,,,
6670,21679,2P RPA M-F 7:30-18:30,2P RPA S-S 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,18:30:00,,,,,Residents Permit Accepted,Residents Permit Accepted,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,0,,,,,2P,2P,,,,
6671,21655,3P TKT A M-F 7:30-18:30,3P TKT A SAT 7:30-12:30,,,,,360,360,,,,,180,180,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,3P Ticket A,3P Ticket A,,,,
6672,21657,3P TKT A M-F 7:30-18:30,3P TKT A SAT 7:30-12:30,,,,,360,360,,,,,180,180,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,3P Ticket A,3P Ticket A,,,,
6673,21659,3P TKT A M-F 7:30-18:30,3P TKT A SAT 7:30-12:30,,,,,360,360,,,,,180,180,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,3P Ticket A,3P Ticket A,,,,
6676,21653,3P TKT A M-F 7:30-18:30,3P TKT A SAT 7:30-12:30,,,,,360,360,,,,,180,180,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,3P Ticket A,3P Ticket A,,,,
6677,21654,3P TKT A M-F 7:30-18:30,3P TKT A SAT 7:30-12:30,,,,,360,360,,,,,180,180,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,3P Ticket A,3P Ticket A,,,,
6678,21656,3P TKT A M-F 7:30-18:30,3P TKT A SAT 7:30-12:30,,,,,360,360,,,,,180,180,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,3P Ticket A,3P Ticket A,,,,
6679,21658,3P TKT A M-F 7:30-18:30,3P TKT A SAT 7:30-12:30,,,,,360,360,,,,,180,180,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,3P Ticket A,3P Ticket A,,,,
6680,21660,3P TKT A M-F 7:30-18:30,3P TKT A SAT 7:30-12:30,,,,,360,360,,,,,180,180,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,3P Ticket A,3P Ticket A,,,,
6689,19191,1P MTR M-SAT 7:30-19:30,1P SUN 7:30-18:30,,,,,120,120,,,,,60,60,,,,,0,0,,,,,19:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,1P Meter,1P,,,,
6690,19189,1P MTR M-SAT 7:30-19:30,1P SUN 7:30-18:30,,,,,120,120,,,,,60,60,,,,,0,0,,,,,19:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,1P Meter,1P,,,,
6695,20627,1/2P M-F 7:30-18:30,2P S-S 7:30-18:30,,,,,60,240,,,,,30,120,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,0,,,,,1/2P,2P,,,,
1342,17992,2P MTR M-SAT 7:30-20:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
6700,18501,3P MTR M-SAT 7:30-20:30,3P SUN 7:30-18:30,,,,,360,360,,,,,180,180,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,3P Meter,3P,,,,
6701,18503,3P MTR M-SAT 7:30-20:30,3P SUN 7:30-18:30,,,,,360,360,,,,,180,180,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,3P Meter,3P,,,,
6702,18505,3P MTR M-SAT 7:30-20:30,3P SUN 7:30-18:30,,,,,360,360,,,,,180,180,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,3P Meter,3P,,,,
6703,18507,3P MTR M-SAT 7:30-20:30,3P SUN 7:30-18:30,,,,,360,360,,,,,180,180,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,3P Meter,3P,,,,
6705,18394,1/4P no time or days,,,,,,30,,,,,,15,,,,,,1,,,,,,23:59:59,,,,,,,,,,,,1,,,,,,00:00:00,,,,,,0,,,,,,1/4P,,,,,
6706,18395,1/4P no time or days,,,,,,30,,,,,,15,,,,,,1,,,,,,23:59:59,,,,,,,,,,,,1,,,,,,00:00:00,,,,,,0,,,,,,1/4P,,,,,
6707,18396,2P MTR M-SAT 7:30-20:30,1P SUN 7:30-18:30,,,,,240,120,,,,,120,60,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,1P,,,,
6708,17322,2P MTR M-SAT 7:30-18:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
1875,18841,1P MTR M-SAT 7:30-18:30,2P MTR M-SAT 18.30 - 20.30,2P SUN 7:30-18:30,,,,120,240,240,,,,60,120,120,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,07:30:00,18:30:00,07:30:00,,,,6,6,0,,,,1P Meter,2P,2P,,,
6710,18181,1/2P MTR M-SAT 7:30-19:30,1P SUN 7:30-18:30,,,,,60,120,,,,,30,60,,,,,0,0,,,,,19:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,1/2P Meter,1P,,,,
6742,19838,LZ 30M M-F 7:30-19:30,2P SAT 7:30-19:30,2P SUN 7:30-18:30,,,,0,240,240,,,,30,120,120,,,,0,0,0,,,,19:30:00,19:30:00,18:30:00,,,,,,,,,,1,6,0,,,,07:30:00,07:30:00,07:30:00,,,,5,6,0,,,,Loading Zone 30M,2P,2P,,,
6743,19839,LZ 30M M-F 7:30-19:30,2P SAT 7:30-19:30,2P SUN 7:30-18:30,,,,0,240,240,,,,30,120,120,,,,0,0,0,,,,19:30:00,19:30:00,18:30:00,,,,,,,,,,1,6,0,,,,07:30:00,07:30:00,07:30:00,,,,5,6,0,,,,Loading Zone 30M,2P,2P,,,
6744,19845,LZ 30M M-F 7:30-19:30,2P SAT 7:30-19:30,2P SUN 7:30-18:30,,,,0,240,240,,,,30,120,120,,,,0,0,0,,,,19:30:00,19:30:00,18:30:00,,,,,,,,,,1,6,0,,,,07:30:00,07:30:00,07:30:00,,,,5,6,0,,,,Loading Zone 30M 722,2P,2P,,,
6745,19846,LZ 30M M-F 7:30-19:30,2P SAT 7:30-19:30,2P SUN 7:30-18:30,,,,0,240,240,,,,30,120,120,,,,0,0,0,,,,19:30:00,19:30:00,18:30:00,,,,,,,,,,1,6,0,,,,07:30:00,07:30:00,07:30:00,,,,5,6,0,,,,Loading Zone 30M,2P,2P,,,
6746,19847,1/2P MTR M-SAT 7:30-19:30,2P SUN 7:30-18:30,,,,,60,240,,,,,30,120,,,,,0,0,,,,,19:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,1/2P Meter,2P,,,,
6747,19848,1/2P MTR M-SAT 7:30-19:30,2P SUN 7:30-18:30,,,,,60,240,,,,,30,120,,,,,0,0,,,,,19:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,1/2P Meter,2P,,,,
6748,19849,1/2P MTR M-SAT 7:30-19:30,2P SUN 7:30-18:30,,,,,60,240,,,,,30,120,,,,,0,0,,,,,19:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,1/2P Meter,2P,,,,
6749,19850,1/2P MTR M-SAT 7:30-19:30,2P SUN 7:30-18:30,,,,,60,240,,,,,30,120,,,,,0,0,,,,,19:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,1/2P Meter,2P,,,,
6750,19851,1/2P MTR M-SAT 7:30-19:30,2P SUN 7:30-18:30,,,,,60,240,,,,,30,120,,,,,0,0,,,,,19:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,1/2P Meter,2P,,,,
6751,19852,1/2P MTR M-SAT 7:30-19:30,2P SUN 7:30-18:30,,,,,60,240,,,,,30,120,,,,,0,0,,,,,19:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,1/2P Meter,2P,,,,
6753,17233,2P TKT A M-SAT 7:30-18:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
6754,17234,2P TKT A M-SAT 7:30-18:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
6755,17235,2P TKT A M-SAT 7:30-18:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
6762,20570,2P DIS AOT 0.00- 23.59,,,,,,0,,,,,,120,,,,,,1,,,,,,23:59:59,,,,,,,,,,,,1,,,,,,00:00:00,,,,,,0,,,,,,2P Disabled Only,,,,,
6820,20798,4P TKT A M-F 7:30-18:30,4P TKT A SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Ticket A,4P Ticket A,,,,
6821,20799,4P TKT A M-F 7:30-18:30,4P TKT A SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Ticket A,4P Ticket A,,,,
6823,20802,4P TKT A M-F 7:30-18:30,4P TKT A SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Ticket A,4P Ticket A,,,,
6824,20803,4P TKT A M-F 7:30-18:30,4P TKT A SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Ticket A,4P Ticket A,,,,
6825,20804,4P TKT A M-F 7:30-18:30,4P TKT A SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Ticket A,4P Ticket A,,,,
6826,20805,4P TKT A M-F 7:30-18:30,4P TKT A SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Ticket A,4P Ticket A,,,,
6828,20807,4P TKT A M-F 7:30-18:30,4P TKT A SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Ticket A,4P Ticket A,,,,
6829,20808,4P TKT A M-F 7:30-18:30,4P TKT A SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Ticket A,4P Ticket A,,,,
6831,20810,4P TKT A M-F 7:30-18:30,4P TKT A SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Ticket A,4P Ticket A,,,,
6833,20812,4P TKT A M-F 7:30-18:30,4P TKT A SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Ticket A,4P Ticket A,,,,
6834,20813,4P TKT A M-F 7:30-18:30,4P TKT A SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Ticket A,4P Ticket A,,,,
